county,state,AGE_OTO4,AGE_5TO14,AGE_15TO24,AGE_25TO34,AGE_35TO44,AGE_45TO54,AGE_55TO64,AGE_65TO74,AGE_75TO84,AGE_84PLUS
Monroe ,NY,40620,86312,100919,105439,84189,94134,102812,72759,36970,18320
Monroe ,OH,696,1581,1436,1445,1462,1830,2097,1831,1047,365
Monroe ,PA,7645,18738,24989,19234,18160,24504,27056,17846,8392,2943
Monroe ,TN,2525,5471,5263,5303,5036,6237,6704,6010,2940,868
Monroe ,WV,608,1521,1303,1343,1424,1783,1979,1891,1060,368
Monroe ,WI,3134,6622,5209,5320,5637,5698,6599,4570,2331,931
Montague ,TX,1175,2518,2139,2189,2074,2369,2817,2448,1378,489
Montcalm ,MI,3667,8067,7594,7986,7664,8624,9171,6578,3391,1226
Monterey ,CA,30950,64843,61270,62440,56814,51316,48760,34658,16117,8426
Montezuma ,CO,1463,3282,2746,3007,2798,2971,4106,3552,1586,647
Montgomery ,AL,15223,28989,30751,32783,28083,27297,28464,20192,9969,4012
Montgomery ,AR,420,899,923,778,801,1226,1466,1326,804,281
Montgomery ,GA,481,1041,1473,1165,1069,1170,1219,958,504,113
Montgomery ,IL,1451,3274,3188,3545,3509,3700,4170,3021,1802,941
Montgomery ,IN,2250,5025,5037,4531,4261,4934,5434,3737,2255,882
Montgomery ,IA,619,1250,1157,993,1056,1210,1574,1138,629,377
Montgomery ,KS,1982,4414,4028,3632,3447,3673,4555,3466,2002,921
Montgomery ,KY,1869,3684,3319,3628,3681,3943,3608,2710,1293,468
Montgomery ,MD,65806,136984,123811,133727,144786,145834,138103,92661,46552,24303
Montgomery ,MS,598,1283,1098,1159,1034,1219,1463,1225,665,279
Montgomery ,MO,617,1435,1243,1249,1283,1463,1802,1294,769,379
Montgomery ,NY,3068,6237,5878,6189,5647,6179,7054,5222,2517,1464
Montgomery ,NC,1448,3367,3386,2973,3009,3520,3971,3360,1643,594
Montgomery ,OH,32518,64832,69088,72703,60662,65052,71893,53535,28732,13316
Montgomery ,PA,45445,101000,97982,103894,103808,112407,116944,80727,43069,23328
Montgomery ,TN,16962,30148,30907,39371,27479,22425,19653,11802,5464,1739
Montgomery ,TX,40154,88666,75636,75172,81092,79977,72965,48402,21682,7179
Montgomery ,VA,4217,8515,29524,14238,9844,10186,9986,7235,3729,1511
Montmorency ,MI,335,781,760,707,759,1092,1839,1763,921,308
Montour ,PA,1048,2030,1817,2480,2067,2177,2783,1963,1226,649
Montrose ,CO,2368,5166,4489,4376,4671,4918,6390,5619,2971,1246
Moody ,SD,504,927,793,634,764,742,981,681,380,173
Moore ,NC,5763,11794,9650,11486,11575,11510,13276,12500,7715,3413
Moore ,TN,269,705,724,689,757,876,1012,779,435,165
Moore ,TX,2141,3689,3002,3005,2738,2316,2251,1359,694,290
Mora ,NM,207,431,464,413,434,537,724,778,364,154
Morehouse Parish,LA,1756,3363,2984,3124,2910,3013,3485,2813,1352,598
Morgan ,AL,7124,15271,14206,14550,14448,16359,16328,12081,6532,2190
Morgan ,CO,2113,4139,3701,3976,3353,3273,3581,2370,1344,708
Morgan ,GA,1145,2364,2197,2006,2079,2593,2690,2188,1217,374
Morgan ,IL,1632,3572,4652,4256,4080,4170,4815,3713,2085,1001
Morgan ,IN,4001,8826,8508,7933,8176,10177,10621,7245,3526,1103
Morgan ,KY,654,1333,1491,2013,1867,1883,1869,1366,647,222
Morgan ,MO,1303,2578,2100,2102,1946,2354,3203,2718,1552,502
Morgan ,OH,748,1734,1639,1562,1631,1896,2275,1732,1024,363
Morgan ,TN,1032,2318,2634,2790,2784,3206,2979,2321,1149,366
Morgan ,UT,890,2594,1814,1122,1689,1312,1242,805,465,112
Morgan ,WV,727,1823,1901,1794,1922,2592,2921,2479,1252,376
Morrill ,NE,259,619,542,501,536,549,687,508,338,147
Morris ,KS,296,648,552,566,568,616,910,697,427,241
Morris ,NJ,24782,58821,63226,54315,60271,75636,72841,46501,25420,12415
Morris ,TX,701,1639,1363,1352,1396,1385,1800,1472,918,313
Morrison ,MN,1999,4482,3630,3571,3852,4062,5086,3530,2000,957
Morrow ,OH,1869,4549,4090,3862,4316,4962,5409,3573,1809,673
Morrow ,OR,841,1756,1539,1208,1314,1295,1538,1152,557,172
Morton ,KS,136,385,322,228,323,329,403,256,173,112
Morton ,ND,2235,3932,3274,4763,4008,3515,4165,2842,1481,880
Motley ,TX,58,140,135,120,98,129,180,207,121,46
Moultrie ,IL,983,2089,1761,1686,1753,1706,1957,1510,800,472
Mountrail ,ND,864,1455,1355,1677,1247,1141,1286,750,308,135
Mower ,MN,2661,5681,4844,4938,4755,4630,5162,3718,2159,1463
Muhlenberg ,KY,1729,3478,3907,3735,3800,3986,4254,3394,1853,638
Multnomah ,OR,43965,84710,87923,152005,134578,106705,92914,69007,27584,12489
Murray ,GA,2589,5537,5118,5056,4886,5735,5069,3650,1802,479
Murray ,MN,479,1008,883,752,865,911,1267,1108,657,346
Murray ,OK,775,1867,1617,1581,1601,1756,2002,1554,897,303
Muscatine ,IA,2797,6052,5344,5444,5107,5235,5805,4189,2042,914
Muscogee ,GA,13858,26870,26368,31543,24456,22368,22693,15202,7593,3209
Muskegon ,MI,10560,22514,21292,22688,20886,21373,24751,17661,8349,3514
Muskingum ,OH,5190,10875,11103,10476,9988,11100,12070,8731,4676,1974
Muskogee ,OK,4471,9413,8938,8807,8384,8032,8884,6568,3480,1385
Musselshell ,MT,201,491,435,425,419,574,871,765,347,123
Nacogdoches ,TX,4265,8608,14971,7577,6743,6560,7302,5745,2772,1168
Nance ,NE,195,448,375,367,386,400,606,401,214,140
Nantucket ,MA,728,1333,1106,1606,1701,1677,1496,1011,450,219
Napa ,CA,7049,16370,17208,17119,17633,18433,18940,15095,7908,3662
Nash ,NC,5188,11622,11989,11123,10686,12576,13406,10584,5011,1831
Nassau ,FL,4365,9588,8615,9876,9689,11331,13326,11901,5385,1756
Nassau ,NY,74286,164112,172280,159141,163149,189181,194911,132862,69911,38510
Natchitoches Parish,LA,2482,5029,7884,4478,4002,4031,4338,3697,1971,747
Natrona ,WY,5236,10777,9163,11571,10478,8868,10842,7320,3258,1602
Navajo ,AZ,7673,16990,13967,13372,11852,12026,14555,12107,6096,1807
Navarro ,TX,3708,7210,6512,5816,5555,5953,6382,4924,2551,954
Nelson ,KY,2844,6136,5432,5837,5720,6201,6506,4503,1982,690
Nelson ,ND,148,313,267,253,274,297,545,400,244,128
Nelson ,VA,620,1487,1456,1389,1508,1847,2476,2539,1166,348
Nemaha ,KS,738,1484,1238,1083,1040,1136,1388,933,647,468
Nemaha ,NE,411,853,1083,808,749,703,954,780,410,207
Neosho ,KS,1049,2255,1978,1703,1726,1810,2266,1682,986,496
Neshoba ,MS,2086,4653,3881,3502,3416,3399,3580,2721,1329,558
Ness ,KS,165,345,302,251,264,273,505,341,247,147
Nevada ,AR,484,1083,874,960,886,1084,1237,954,535,229
Nevada ,CA,4282,9643,9087,9616,11023,11451,17214,16926,7405,3049
New Castle ,DE,32142,67038,72954,81311,69127,74358,75377,50819,25275,10934
New Hanover ,NC,11442,24110,37040,31016,28602,28894,29959,24998,11554,4659
New Haven ,CT,44160,96850,117666,115017,100607,114784,119650,83155,43128,22603
New Kent ,VA,1133,2557,2365,2861,2770,3277,3568,2638,957,265
New London ,CT,13233,28902,36325,34994,29671,35435,39613,27829,14267,6515
New Madrid ,MO,1074,2278,1851,2042,1973,2214,2551,1903,1015,395
New York ,NY,76939,122895,179242,363528,233345,199402,184448,146341,83353,39208
Newaygo ,MI,2854,6192,5562,5675,5264,6194,7794,5507,2878,972
Newberry ,SC,2303,4675,5156,4342,4099,4903,5490,4483,2202,867
Newport ,RI,3430,7957,10337,9982,9200,10706,12615,10338,5314,2663
Newport News city,VA,13024,22080,27224,30323,21558,19650,21426,13390,7005,2946
Newton ,AR,381,827,798,768,803,920,1239,1239,639,191
Newton ,GA,7010,16175,15822,13753,14092,15645,12783,8979,3946,1336
Newton ,IN,749,1676,1539,1613,1661,1809,2236,1521,896,311
Newton ,MS,1378,3103,3141,2520,2517,2648,2551,2070,1091,424
Newton ,MO,3563,7762,7238,6876,6642,7492,8140,6042,3378,1133
Newton ,TX,681,1536,1718,1632,1505,1812,2041,1616,913,292
Nez Perce ,ID,2387,4775,4937,5400,4601,4774,5473,4393,2513,1155
Niagara ,NY,11064,23333,24967,26488,23259,27818,33395,22908,11605,5596
Nicholas ,KY,463,941,878,778,889,1019,1013,718,338,129
Nicholas ,WV,1311,2977,2408,2752,2810,3293,3738,3344,1692,517
Nicollet ,MN,1994,4323,5578,4318,4328,3853,4268,3203,1590,765
Niobrara ,WY,133,214,253,316,294,271,367,297,191,52
Noble ,IN,3069,6487,6139,5785,5693,6143,6591,4711,1963,951
Noble ,OH,680,1505,1286,1308,1171,1645,2808,2398,1125,428
Noble ,OK,682,1496,1301,1325,1284,1422,1592,1215,703,269
Nobles ,MN,1797,3314,2812,2702,2507,2533,2674,1801,1104,680
Nodaway ,MO,1060,1833,7022,2421,2098,2071,2395,1772,1066,566
Nolan ,TX,1063,2160,1937,1722,1680,1664,1831,1498,851,345
Nome Census Area,AK,1009,1964,1486,1569,1167,995,1044,545,186,43
Norfolk ,MA,37729,82438,89375,90796,88805,99008,98355,66016,34640,18226
Norfolk city,VA,15893,25390,49553,47528,27936,23868,26574,16463,7363,3508
Norman ,MN,382,886,741,635,743,744,978,704,439,223
North Slope Borough,AK,788,1473,1113,1645,1259,1558,1363,481,144,48
Northampton ,NC,905,1942,1937,2071,1888,2408,3435,2899,1531,660
Northampton ,PA,14777,34542,41514,36776,35056,40624,43563,31991,16837,9127
Northampton ,VA,556,1375,1104,1166,1099,1276,2061,1771,901,426
Northumberland ,PA,4687,9888,9765,11076,10432,12097,13680,10720,5914,2824
Northumberland ,VA,413,1012,987,952,939,1246,2142,2485,1471,500
Northwest Arctic Borough,AK,780,1554,1143,1251,793,831,758,333,162,66
Norton ,KS,290,567,626,717,630,745,743,537,359,216
Norton city,VA,201,449,490,608,480,470,530,400,246,94
Nottoway ,VA,767,1660,1810,2167,1889,2046,2122,1644,948,367
Nowata ,OK,604,1299,1170,1229,1157,1287,1510,1073,652,237
Noxubee ,MS,770,1397,1405,1374,1149,1247,1469,980,520,224
Nuckolls ,NE,214,457,452,385,423,433,694,589,352,196
Nueces ,TX,24433,49194,51483,51973,46542,42213,44212,30816,14952,6447
Nye ,NV,1992,4251,4235,4272,3988,5147,7827,8064,4486,1084
Oakland ,MI,68615,146469,151034,167525,157146,176879,180006,124642,59335,27550
Obion ,TN,1712,3655,3518,3461,3533,3924,4285,3539,1950,690
O'Brien ,IA,883,1852,1631,1495,1556,1482,2082,1373,894,592
Ocean ,NJ,42498,79128,66932,65964,60316,69988,81173,71727,44052,19873
Oceana ,MI,1492,3538,3134,2828,2811,3197,4146,3216,1713,550
Ochiltree ,TX,858,1791,1416,1268,1247,1124,1135,660,335,113
Oconee ,GA,2183,6213,5208,3576,5347,5769,5021,3664,1691,600
Oconee ,SC,3871,9013,8320,8891,8158,9862,12063,10952,5612,1632
Oconto ,WI,1848,4457,3768,3749,4271,5375,6649,4696,2283,734
Ogemaw ,MI,940,2209,2054,2022,2007,2451,3855,3093,1751,570
Oglala Lakota ,SD,1462,3071,2376,2187,1527,1429,1212,683,284,78
Ogle ,IL,2810,6428,6119,5805,5872,6810,7532,5357,3020,1170
Oglethorpe ,GA,793,1780,1713,1869,1723,2143,2195,1649,899,290
Ohio ,IN,267,630,577,637,618,796,1028,745,428,118
Ohio ,KY,1464,3416,2816,2819,2994,3056,3235,2515,1300,472
Ohio ,WV,2091,4486,5604,4781,4585,4917,6186,5042,2630,1433
Okaloosa ,FL,13607,25456,25389,33286,25138,23380,27824,19428,10147,3614
Okanogan ,WA,2629,5617,4359,4684,4684,4668,6397,5634,2578,882
Okeechobee ,FL,2503,4794,4773,5518,5090,5263,5378,4393,2883,942
Okfuskee ,OK,683,1615,1421,1561,1512,1574,1588,1220,688,236
Oklahoma ,OK,59329,113047,102450,123487,102439,89629,93883,64356,30859,13103
Okmulgee ,OK,2295,5118,5205,4585,4267,4463,5161,4074,2287,880
Oktibbeha ,MS,2668,4778,16454,6877,4577,4001,4534,3166,1789,755
Oldham ,KY,3370,10102,8914,6715,9677,10567,8348,5687,2329,761
Oldham ,TX,98,262,320,241,298,285,308,195,92,32
Oliver ,ND,128,287,177,193,200,223,311,282,98,53
Olmsted ,MN,10750,21460,18014,22746,20614,18065,20356,13219,7442,3611
Oneida ,ID,273,766,530,395,524,461,627,503,278,131
Oneida ,NY,12799,27552,29925,28700,25453,29697,32392,23544,12661,6854
Oneida ,WI,1565,3460,3212,3388,3488,4526,6597,5324,2857,1053
Onondaga ,NY,26136,54445,65151,61542,51918,58789,65193,44357,22647,11631
Onslow ,NC,17315,25121,48270,36646,20534,15648,15883,10783,5583,1900
Ontario ,NY,5448,12515,14072,12337,12060,14827,16712,12911,6245,2737
Ontonagon ,MI,154,434,426,314,431,733,1206,1211,695,191
Orange ,CA,187486,388315,414999,460579,412417,446562,405223,266049,141159,63179
Orange ,FL,84175,170629,195042,233203,197462,180557,154757,99754,46003,19063
Orange ,IN,1155,2441,2353,2131,2205,2477,2919,2247,1142,419
Orange ,NY,25255,54556,57521,44987,45053,52406,48632,31528,15361,6652
Orange ,NC,6624,16673,30629,18444,16990,18586,17642,12980,5420,2039
Orange ,TX,5725,11534,10141,11031,10166,10375,11134,7746,4190,1530
Orange ,VT,1366,2968,3319,3059,3292,3853,4993,3864,1683,602
Orange ,VA,2041,4350,4027,4322,4211,4889,5340,4226,2423,815
Orangeburg ,SC,4816,11055,11897,10508,8861,10480,12203,10127,5098,1889
Oregon ,MO,632,1331,1110,1023,1028,1288,1671,1363,822,273
Orleans ,NY,2070,4308,4997,5218,4654,5691,6397,4268,2149,860
Orleans ,VT,1309,2919,2981,2932,2979,3488,4186,3656,1762,695
Orleans Parish,LA,23087,42994,45681,69833,53338,46597,51716,35889,15247,6624
Osage ,KS,915,2090,1866,1603,1786,1939,2579,1793,966,404
Osage ,MO,830,1792,1710,1553,1623,1828,1988,1297,792,301
Osage ,OK,2339,5950,5453,5430,5406,5971,7079,5494,2915,977
Osborne ,KS,192,400,355,385,351,356,568,384,311,173
Osceola ,FL,22984,50974,49829,53674,53589,48719,39616,29484,14385,4736
Osceola ,IA,349,852,648,585,630,697,980,632,434,233
Osceola ,MI,1251,2914,2680,2590,2502,2886,3571,2887,1576,484
Oscoda ,MI,474,860,770,727,693,858,1642,1316,723,213
Oswego ,NY,6410,13921,17040,14571,12792,16215,17684,11548,5549,2168
Otero ,CO,1113,2505,2479,2072,2095,1977,2425,2101,1187,478
Otero ,NM,4582,8577,9272,10208,7566,6740,8362,6385,3741,1348
Otoe ,NE,1053,2141,1841,1721,1819,1943,2357,1589,941,580
Otsego ,MI,1313,2961,2832,2798,2527,3287,3734,3080,1537,596
Otsego ,NY,2530,5214,11806,5974,5645,7049,8874,7221,3724,1712
Ottawa ,KS,287,773,693,558,684,709,915,640,412,131
Ottawa ,MI,18047,39772,50689,35432,34322,33755,34985,24974,12943,5575
Ottawa ,OH,1739,4320,4225,3910,4097,5188,7092,5923,3078,1197
Ottawa ,OK,2002,4344,4360,3716,3454,3621,3958,3229,1805,686
Otter Tail ,MN,3544,7255,6138,5768,6010,6496,9609,7733,4209,2050
Ouachita ,AR,1328,3092,2584,2650,2531,2885,3726,2768,1388,654
Ouachita Parish,LA,10646,21271,21275,22065,19025,18261,19085,13288,6827,2732
Ouray ,CO,142,436,393,392,543,609,1004,892,334,88
Outagamie ,WI,11725,24657,23584,25163,24267,24716,25664,16136,8089,3364
Overton ,TN,1139,2659,2557,2490,2564,3043,3075,2694,1437,410
Owen ,IN,1088,2458,2403,2249,2285,2924,3419,2489,1169,361
Owen ,KY,551,1411,1257,1184,1333,1474,1657,1229,594,190
Owsley ,KY,299,528,485,543,498,603,639,506,278,93
Owyhee ,ID,749,1735,1527,1288,1342,1369,1601,1239,634,209
Oxford ,ME,2613,5944,5878,6027,6524,7925,10224,7483,3613,1387
Ozark ,MO,376,1008,782,750,852,1035,1614,1458,863,279
Ozaukee ,WI,4583,10773,11441,8685,10227,12045,13790,9956,5181,2466
Pacific ,WA,929,1965,1838,2053,2148,2394,3946,4243,1906,614
Page ,IA,794,1560,1698,1803,1914,1795,2281,1812,1032,560
Page ,VA,1251,2637,2488,2723,2714,3373,3634,2900,1669,544
Palm Beach ,FL,75576,158074,161614,177577,170261,190037,197536,172327,119728,63211
Palo Alto ,IA,556,1138,1108,972,954,958,1285,976,592,390
Palo Pinto ,TX,1771,3811,3539,3453,3017,3456,4189,3364,1697,578
Pamlico ,NC,449,1088,1119,1324,1179,1446,2286,2212,1151,416
Panola ,MS,2349,4688,4404,4548,3933,4298,4579,3216,1593,570
Panola ,TX,1364,3045,2935,2599,2767,2703,3297,2600,1396,442
Park ,CO,667,1621,1439,1737,2233,2779,4287,2851,770,172
Park ,MT,752,1667,1465,1973,2082,2130,2868,2389,1007,403
Park ,WY,1570,3465,3236,3266,3244,3167,4571,4050,1968,787
Parke ,IN,1020,2036,1893,2183,1917,2151,2446,1974,970,337
Parker ,TX,8698,19598,16787,16253,17514,18970,19249,13073,6182,2047
Parmer ,TX,790,1547,1391,1276,1171,1158,1176,735,459,161
Pasco ,FL,28068,62289,56957,59997,65305,72074,72835,66888,40373,14844
Pasquotank ,NC,2466,4863,5147,5506,4696,4801,5470,3988,1921,781
Passaic ,NJ,33867,66092,68557,68054,63510,66019,63998,41673,21762,9778
Patrick ,VA,730,1809,1701,1514,1806,2510,2936,2595,1588,484
Paulding ,GA,10306,24592,21885,22338,23314,25488,18727,11212,4840,1342
Paulding ,OH,1082,2521,2224,2088,2168,2418,2774,2038,1043,404
Pawnee ,KS,269,532,825,823,844,867,1025,725,427,225
Pawnee ,NE,168,304,260,228,234,266,417,378,219,158
Pawnee ,OK,965,2223,1921,1798,1892,2121,2306,1797,1031,336
Payette ,ID,1535,3534,2900,2698,2700,2846,3007,2435,1464,432
Payne ,OK,4324,8905,24445,11057,8465,6867,7669,5819,3134,1355
Peach ,GA,1532,3192,4844,3379,2925,3285,3773,2623,1343,401
Pearl River ,MS,3210,7141,7104,6526,6304,7125,7582,6309,3112,974
Pecos ,TX,1025,2213,1901,2457,2293,1997,1686,1211,662,228
Pembina ,ND,395,788,684,803,781,713,1176,866,448,293
Pemiscot ,MO,1179,2292,2010,1958,1859,1968,2225,1587,816,378
Pend Oreille ,WA,659,1464,1356,1189,1274,1644,2481,2311,922,302
Pender ,NC,3540,7786,6702,6890,7928,8805,9321,6953,3203,1034
Pendleton ,KY,862,1810,1706,1747,1666,2150,2251,1443,655,239
Pendleton ,WV,341,706,645,680,695,849,1187,1003,605,286
Pennington ,MN,887,1838,1632,1849,1732,1667,1981,1364,798,430
Pennington ,SD,7209,14383,13278,15118,13033,12322,16299,12341,5255,2491
Penobscot ,ME,7135,15309,20385,19947,17169,19980,22967,16464,8154,3586
Peoria ,IL,12295,23432,23059,24574,21853,21515,23077,17568,8974,4274
Pepin ,WI,398,900,724,695,791,945,1205,902,497,232
Perkins ,NE,198,413,319,288,347,269,408,372,189,126
Perkins ,SD,175,324,319,245,306,321,497,386,197,152
Perquimans ,NC,605,1432,1256,1338,1307,1644,2237,2048,1187,368
Perry ,AL,500,1083,1730,957,913,1000,1183,940,599,235
Perry ,AR,620,1281,1191,1092,1165,1432,1480,1225,627,239
Perry ,IL,1061,2307,2685,2911,2730,2697,2838,2218,1217,510
Perry ,IN,1032,2300,2169,2503,2358,2391,2759,2096,1005,489
Perry ,KY,1754,3283,2707,3245,3318,3607,3749,2772,1260,397
Perry ,MS,692,1541,1406,1416,1458,1487,1752,1273,679,227
Perry ,MO,1130,2538,2290,2265,2263,2470,2722,1952,1040,480
Perry ,OH,2177,4793,4214,4337,4314,4988,5268,3682,1692,568
Perry ,PA,2629,5491,5007,5511,5369,6589,7012,5293,2400,838
Perry ,TN,507,986,912,917,897,1010,1130,989,510,206
Pershing ,NV,267,638,710,1007,978,1070,933,619,361,83
Person ,NC,2128,4586,4504,4448,4372,5516,6228,4587,2313,825
Petersburg Borough,AK,193,368,355,386,373,417,514,417,149,49
Petersburg city,VA,2720,3475,3650,5056,3087,3887,4337,3101,1531,723
Petroleum ,MT,19,56,59,41,43,69,98,54,58,16
Pettis ,MO,2830,5893,5305,5672,5047,4904,5768,3907,2151,1065
Phelps ,MO,2506,5256,8972,5252,4852,4888,5654,4108,2285,959
Phelps ,NE,534,1221,1078,996,969,1079,1255,926,612,326
Philadelphia ,PA,104152,188080,208501,302769,198512,181492,184356,124131,62089,30056
Phillips ,AR,1386,2485,2324,1950,1828,1998,2632,2012,1024,390
Phillips ,CO,288,603,463,432,475,454,605,438,322,206
Phillips ,KS,304,679,594,519,548,577,825,717,359,195
Phillips ,MT,289,536,422,366,427,431,693,485,287,138
Piatt ,IL,961,2034,1875,1793,1968,2013,2578,1784,1003,387
Pickaway ,OH,3128,6995,7505,7761,7763,8273,7546,5246,2802,1067
Pickens ,AL,1056,2112,2415,2693,2276,2724,2869,2140,1223,430
Pickens ,GA,1619,3590,3487,3590,3525,4275,4890,4413,2032,559
Pickens ,SC,6392,13193,25952,15152,13216,14830,15542,11937,6384,2339
Pickett ,TN,234,495,508,415,532,686,810,800,473,129
Pierce ,GA,1244,2718,2376,2274,2450,2583,2442,1987,1011,304
Pierce ,NE,447,1017,814,742,807,862,1075,714,439,225
Pierce ,ND,221,550,429,400,459,448,612,466,287,209
Pierce ,WA,59975,116473,111938,139883,118322,110399,111174,74845,34492,13798
Pierce ,WI,2060,5161,8432,4631,4804,5378,5875,3818,1732,664
Pike ,AL,1788,3517,8569,4078,3312,3369,3718,2877,1545,565
Pike ,AR,553,1323,1248,1155,1216,1494,1508,1231,739,206
Pike ,GA,990,2452,2457,2170,2348,2807,2441,1760,929,280
Pike ,IL,949,1933,1762,1786,1740,1920,2250,1722,1063,486
Pike ,IN,720,1523,1322,1362,1433,1637,1926,1428,782,277
Pike ,KY,3071,6843,6725,6520,7395,8043,8843,6772,3052,1138
Pike ,MS,2669,5818,5375,4689,4627,4604,4948,4023,2009,801
Pike ,MO,1135,2255,2176,2583,2286,2386,2471,1784,1032,396
Pike ,OH,1727,3648,3412,3169,3388,3761,3953,2852,1520,637
Pike ,PA,2166,5677,6565,5275,5811,8257,9441,7452,4031,1258
Pima ,AZ,58491,121414,159139,133024,118495,113841,129414,116499,63318,25438
Pinal ,AZ,25250,58775,51893,58724,58302,49980,53085,54870,28706,7553
Pine ,MN,1421,3301,3038,3309,3591,3835,4890,3483,1919,696
Pinellas ,FL,42298,87879,91945,118468,106708,129677,156664,129756,75188,36697
Pipestone ,MN,658,1307,1012,904,952,1041,1277,879,618,399
Piscataquis ,ME,741,1531,1557,1453,1680,2211,3138,2737,1224,528
Pitkin ,CO,700,1490,1662,2699,2354,2756,2807,2322,903,257
Pitt ,NC,10303,21681,37797,25174,20971,19983,20216,14480,6673,2636
Pittsburg ,OK,2574,5569,4902,5762,5304,5188,5788,4917,2824,1049
Pittsylvania ,VA,2598,6646,6701,6307,6436,8573,9898,8022,4303,1465
Piute ,UT,47,208,171,108,151,138,205,240,131,46
Placer ,CA,20976,50447,44907,43147,51218,52705,52843,43688,23493,9725
Plaquemines Parish,LA,1589,3442,3038,3072,3069,3116,2941,1842,968,333
Platte ,MO,6376,13891,12501,13839,14462,13672,13275,9152,4142,1675
Platte ,NE,2444,4847,4166,4023,3902,3697,4557,3066,1757,904
Platte ,WY,457,984,798,908,882,985,1357,1237,705,253
Pleasants ,WV,373,770,863,929,981,1097,1058,850,443,143
Plumas ,CA,861,1774,1651,1881,1800,1988,3504,3349,1532,464
Plymouth ,IA,1632,3543,3087,2595,3023,3038,3566,2520,1381,710
Plymouth ,MA,27491,61977,65637,57052,59262,75732,77117,55705,26752,11407
Pocahontas ,IA,392,876,724,667,678,724,1127,792,515,245
Pocahontas ,WV,411,815,760,925,907,1062,1412,1221,680,221
Poinsett ,AR,1622,3184,2863,3055,2690,3138,3126,2481,1402,413
Pointe Coupee Parish,LA,1348,2601,2598,2449,2397,2645,3386,2684,1323,509
Polk ,AR,1196,2550,2268,2044,2107,2396,2877,2637,1494,480
Polk ,FL,40901,88465,86451,92677,84427,85045,86901,80209,46875,16058
Polk ,GA,2884,6043,5405,5800,5119,5318,5326,3898,2023,654
Polk ,IA,34762,67459,61579,75460,66431,60304,57578,38028,17358,8245
Polk ,MN,2206,4187,4024,3800,3533,3586,4527,3031,1685,950
Polk ,MO,1985,4022,5521,3503,3467,3791,4104,3226,1826,756
Polk ,NE,261,707,618,469,554,671,790,666,329,213
Polk ,NC,761,1894,1951,1684,1825,2606,3482,3373,2101,934
Polk ,OR,4901,11165,14001,10427,9947,9406,10112,8943,4548,1784
Polk ,TN,852,1812,1890,1799,1949,2524,2528,2061,1141,342
Polk ,TX,2713,5712,5424,6051,5881,6361,8467,6559,2273,590
Polk ,WI,2180,5224,4700,4239,4974,5950,7342,5227,2764,998
Pondera ,MT,434,780,687,720,586,655,891,658,330,231
Pontotoc ,MS,2249,4759,4031,4044,3955,4083,3949,2740,1438,585
Pontotoc ,OK,2612,5157,5637,5405,4387,4137,4596,3485,1995,836
Pope ,AR,4056,8123,10566,8629,7134,7625,7786,5770,3135,1176
Pope ,IL,111,284,504,330,433,543,829,665,367,146
Pope ,MN,614,1334,1033,1234,1191,1202,1779,1495,789,426
Poquoson city,VA,585,1592,1454,1263,1515,1677,1744,1334,796,230
Portage ,OH,7492,17206,32002,18740,17239,20475,22979,15963,7865,2966
Portage ,WI,3535,7710,14038,8340,7810,8180,9499,6901,3510,1419
Porter ,IN,9232,21031,22441,20753,22264,22040,24030,16897,7782,3124
Portsmouth city,VA,6921,11869,11746,15945,11653,10407,11963,8243,4122,1763
